ID,Val,NROW,NCOL,NIR,NIC
459,-3.4371348044270302 + 15.581677780069203im,32,114,-1,458
460,-3.4371348044270302 + 15.581677780069203im,114,32,458,-1
461,23.12058404485544 - 104.5241964003503im,115,115,-1,-1
462,-2.847335917927279 + 12.865097043805568im,27,115,-1,464
463,-2.847335917927279 + 12.865097043805568im,115,27,465,-1
464,-20.273248126928163 + 91.67033935654473im,114,115,-1,461
465,-20.273248126928163 + 91.67033935654473im,115,114,461,-1
466,20.58348115097984 - 245.1035842984363im,116,116,-1,-1
467,-20.58348115097984 + 245.18558429843628im,68,116,-1,466
468,-20.58348115097984 + 245.18558429843628im,116,68,466,-1
469,1.590723711598406 - 6.751137070631517im,117,117,-1,-1
470,-1.590723711598406 + 6.769037070631517im,12,117,-1,469
471,-1.590723711598406 + 6.769037070631517im,117,12,469,-1
472,10.825209747066303 - 35.89620920609975im,118,118,-1,-1
473,-5.745168115505615 + 19.05810940384966im,75,118,-1,475
474,-5.745168115505615 + 19.05810940384966im,118,75,476,-1
475,-5.080041631560689 + 16.850869802250088im,76,118,-1,472
476,-5.080041631560689 + 16.850869802250088im,118,76,472,-1
